,res_id,name,locality,address,timings,cuisines,average_cost_for_one,aggregate_rating,votes,scope,url,highlights,,,,,,,feature,group
2329,18371396,Cafe Coffee Day,NCR,Chittaranjan Park new delhi,"11am â€“ 10:30pm (Mon, Tue, Wed, Thu, Fri, Sun), 11:30am â€“ 10:30pm (Sat)",Cafe,450,0,1,4.251883,https://images.unsplash.com/photo-1424847651672-bf20a4b0982b?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['Lunch', 'Delivery', 'Breakfast', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Indoor Seating', 'Digital Payments Accepted', 'Free Parking', 'Air Conditioned']",,,,,,,"No Alcohol Available, Dinner, Takeaway Available",G3
2330,18396942,Craving Cure,NCR,Chittaranjan Park new delhi,12 Noon to 1 AM,Chinese,300,0,2,4.417318,https://images.unsplash.com/photo-1514933651103-005eec06c04b?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=774,"['Lunch', 'Serves Alcohol', 'Takeaway Available', 'Debit Card', 'Dinner', 'Cash', 'Credit Card', 'Nightlife', 'Indoor Seating', 'Kid Friendly', 'Private Dining Area Available', 'Live Sports Screening', 'Fullbar', 'Rooftop', 'Free Wifi', 'Smoking Area']",,,,,,,"Lunch, Delivery,Breakfast, Debit Card, No Alcohol Available, Dinner, Cash, Takeaway Available, Credit Card",G3
2331,18311930,Cuisine,NCR,Chittaranjan Park new delhi,8:30am â€“ 11pm (Mon-Sun),"North Indian, Mughlai, Chinese",1500,0,1,4.546442,https://images.unsplash.com/photo-1502301103665-0b95cc738daf?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=464,"['Lunch', 'Cash', 'Takeaway Available', 'Breakfast', 'Dinner', 'Credit Card', 'Outdoor Seating', 'Free Wifi', 'Indoor Seating', 'Air Conditioned', 'Smoking Area', 'Desserts and Bakes']",,,,,,,"Lunch, Serves Alcohol,Takeaway Available,Debit Card, Dinner, Cash, Credit Card, Nightlife,Indoor Seating,",G4
2332,18481320,Food Nation,NCR,Chittaranjan Park new delhi,"12 Noon to 3 PM, 6 PM to 8:15 PM (Mon-Sun)","North Indian, Chinese",400,0,0,4.573945,https://images.unsplash.com/photo-1551632436-cbf8dd35adfa?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=871,"['No Alcohol Available', 'No Seating Available', 'Dinner', 'Takeaway Available', 'Lunch', 'Cash']",,,,,,,"Lunch,Cash, Takeaway Available, Breakfast, Dinner, Credit Card, Outdoor Seating, Free Wifi, Indoor Seating, Air Conditioned, Smoking Area",G2
2333,7635,Kamala Fast Food Chinese,NCR,Chittaranjan Park new delhi,11:30 AM to 11:30 PM (Mon-Sun),"Fast Food, Chinese",300,0,2,4.364704,https://images.unsplash.com/photo-1508424757105-b6d5ad9329d0?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=435,"['Delivery', 'Dinner', 'No Alcohol Available', 'Debit Card', 'Lunch', 'Takeaway Available', 'Credit Card', 'Cash', 'Indoor Seating', 'Air Conditioned']",,,,,,,"No Alcohol Available, No Seating Available, Dinner, Takeaway Available, Lunch, Cash",G1
2334,7601,Lokenath Sweets,NCR,Chittaranjan Park new delhi,11 AM to 11 PM (Mon-Sun),Mithai,150,0,2,3.900271,https://images.unsplash.com/photo-1498654896293-37aacf113fd9?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['Cash', 'No Alcohol Available', 'Debit Card', 'Takeaway Available', 'Lunch', 'Delivery', 'Dinner', 'Credit Card', 'Indoor Seating', 'Free Wifi', 'Air Conditioned', 'Digital Payments Accepted', 'Wifi', 'Free Parking', 'Table booking recommended']",,,,,,,"Delivery, Dinner, No Alcohol Available, Debit Card, Lunch, Takeaway Available, Credit Card, Cash, Indoor Seating",G1
2335,18471314,Me and My Cake,NCR,Chittaranjan Park new delhi,10 AM to 10 PM (Mon-Sun),"Bakery, Desserts",500,0,0,4.07984,https://images.unsplash.com/photo-1585518419759-7fe2e0fbf8a6?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=724,"['Delivery', 'Takeaway Available', 'No Alcohol Available', 'Dinner', 'Lunch', 'Cash', 'Indoor Seating', 'Digital Payments Accepted', 'Pure Veg']",,,,,,,"Cash, No Alcohol Available, Debit Card, Takeaway Available, Lunch, Delivery, Dinner, Credit Card,",G4
2336,309080,Chulha Punjabi Da,NCR,Chittaranjan Park new delhi,7 AM to 7:30 PM,"North Indian, Chinese, Fast Food",600,2.4,41,4.178894,https://images.unsplash.com/photo-1467003909585-2f8a72700288?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=387,"['Breakfast', 'Lunch', 'Takeaway Available', 'Cash', 'No Alcohol Available', 'Dinner', 'Pure Veg', 'Free Parking', 'Outdoor Seating']",,,,,,,"Delivery, Takeaway Available, No Alcohol Available, Dinner, Lunch, Cash, Indoor Seating, Digital Payments Accepted, Pure Veg",G3
2337,1358,Viva Hyderabad,NCR,Chittaranjan Park new delhi,7 AM to 10:30 PM (Mon-Sun),"Biryani, North Indian",600,2.3,38,4.443362,https://images.unsplash.com/photo-1544148103-0773bf10d330?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['Takeaway Available', 'Credit Card', 'No Alcohol Available', 'Cash', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Desserts and Bakes', 'Pure Veg']",,,,,,,"Breakfast, Lunch, Takeaway Available, Cash, No Alcohol Available, Dinner, Pure Veg, Free Parking, Outdoor Seating",G2
2338,5890,Metro Grill,NCR,Rohini new delhi,12 Noon to 11 PM,"North Indian, Mughlai, Chinese",1200,3.4,134,4.532003,https://images.unsplash.com/photo-1482049016688-2d3e1b311543?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=410,"['No Alcohol Available', 'Dinner', 'Takeaway Available', 'Lunch', 'Cash', 'Indoor Seating']",,,,,,,"Takeaway Available, Credit Card, No Alcohol Available, Cash, Debit Card, Indoor Seating",G2
2339,306513,Cafe Cruise,NCR,Rajouri Garden New delhi,7 AM to 7 PM (Mon-Sun),"Continental, North Indian, Chinese",1300,2.8,153,4.721388,https://images.unsplash.com/photo-1574936145840-28808d77a0b6?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=435,"['Cash', 'No Alcohol Available', 'No Seating Available', 'Breakfast', 'Pure Veg']",,,,,,,"No Alcohol Available, Dinner, Takeaway Available, Lunch, Cash, Indoor Seating",G1
2340,3089,Etal The Lounge Bar,NCR,Rajouri Garden New delhi,10:57 AM to 12 Midnight,"North Indian, Italian, Fast Food",2000,3.2,455,3.808024,https://images.unsplash.com/photo-1586999768265-24af89630739?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=774,"['Takeaway Available', 'Lunch', 'Cash', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Credit Card', 'Delivery', 'Air Conditioned', 'Indoor Seating']",,,,,,,"Cash, No Alcohol Available, No Seating Available, Breakfast, Pure Veg",G1
2341,7061,Game of Legends -Sports Bar Grill Lounge,NCR,Rajouri Garden New delhi,11 AM to 11 PM (Mon-Sun),"North Indian, Chinese, Continental, Italian",1450,3.5,609,4.478213,https://images.unsplash.com/photo-1471253794676-0f039a6aae9d?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['Lunch', 'Delivery', 'Credit Card', 'No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Live Sports Screening', 'Indoor Seating', 'Table booking recommended', 'Air Conditioned', 'Valet Parking Available', 'Digital Payments Accepted']",,,,,,,"Takeaway Available, Lunch,Cash, Debit Card, No Alcohol Available, Dinner, Credit Card, Delivery, Air Conditioned, Indoor Seating",G3
2342,18466981,Al-raaya,NCR,1 civil Lines New delhi,6 AM to 10 PM (Mon-Sun),"Mughlai, North Indian",600,3.1,6,3.989629,https://images.unsplash.com/photo-1613274554329-70f997f5789f?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=387,"['Cash', 'No Alcohol Available', 'Takeaway Available', 'Breakfast', 'Indoor Seating', 'Pure Veg', 'Desserts and Bakes']",,,,,,,"Lunch, Delivery, Credit Card, No Alcohol Available, Dinner, Cash, Takeaway Available, Debit Card, Live Sports Screening",G4
2343,311093,Authentique Bites,NCR,Civil Lines new delhi,"8 AM to 5 PM, 6 PM to 11:30 PM","Bakery, Desserts",300,3.2,17,4.271234,https://images.unsplash.com/photo-1522336572468-97b06e8ef143?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=876,"['No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Lunch', 'Delivery', 'Free Parking', 'Indoor Seating', 'Air Conditioned', 'Pure Veg', 'Desserts and Bakes']",,,,,,,"Cash, No Alcohol Available, Takeaway Available, Breakfast, Indoor Seating, Pure Veg, Desserts and Bakes",G3
2344,1055,Embassy,NCR,Civil Lines new delhi,"10am â€“ 10pm (Mon-Fri),10am â€“ 10:30pm (Sat-Sun)","Chinese, North Indian, Mughlai",1200,3,126,4.363269,https://images.unsplash.com/photo-1613946069412-38f7f1ff0b65?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=435,"['Lunch', 'Cash', 'No Alcohol Available', 'Credit Card', 'Debit Card', 'Dinner', 'Takeaway Available', 'Desserts and Bakes', 'Outdoor Seating', 'Gluten Free Options', 'Air Conditioned', 'Indoor Seating']",,,,,,,"No Alcohol Available, Dinner, Cash, Takeaway Available, Breakfast, Lunch, Delivery",G1
2345,18144470,Narangs Bake n Cake,NCR,Civil Lines new delhi,1 PM to 10:30 PM (Mon-Sun),"Bakery, Desserts, Fast Food",400,3,4,4.666458,https://images.unsplash.com/photo-1622115837997-90c89ae689f9?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['Cash', 'Takeaway Available', 'Dinner', 'Delivery', 'No Alcohol Available', 'Lunch', 'Indoor Seating', 'Air Conditioned']",,,,,,,"Lunch, Cash, No Alcohol Available, Credit Card, Debit Card",G2
2346,4089,New Darvesh,NCR,Civil Lines new delhi,11 AM to 11 PM (Mon-Sun),"Chinese, South Indian",150,3,14,4.265481,https://images.unsplash.com/photo-1560624052-449f5ddf0c31?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=435,"['Credit Card', 'No Alcohol Available', 'Dinner', 'Delivery', 'Takeaway Available', 'Debit Card', 'Lunch', 'Cash', 'Free Parking', 'Kid Friendly', 'Indoor Seating', 'Air Conditioned']",,,,,,,"Cash, Takeaway Available, Dinner, Delivery, No Alcohol Available, Lunch, Indoor Seating, Air Conditioned",G4
2348,9927,Gujarati Samaj Santushti,NCR,civil lines new delhi,"11:30 AM to 4 PM, 7 PM to 10:30 PM",Gujarati,300,3.6,95,3.993531,https://images.unsplash.com/photo-1599458448510-59aecaea4752?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'No Alcohol Available', 'Dinner', 'Delivery', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Desserts and Bakes', 'Catering Available', 'Pure Veg']",,,,,,,"Lunch, Cash, Takeaway Available, Credit Card, Debit Card, Dinner, Delivery, Breakfast",G3
2349,18261146,Hind Bakery Chinese Fast Food,NCR,Civil Lines new delhi,11 AM to 11 PM,Fast Food,150,0,0,4.272201,https://images.unsplash.com/photo-1560053608-13721e0d69e8?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Lunch', 'Delivery', 'Breakfast', 'No Alcohol Available', 'Dinner', 'Table Reservation Not Required', 'Indoor Seating', 'Digital Payments Accepted', 'Catering Available', 'Pure Veg', 'Air Conditioned']",,,,,,,"Lunch, Cash, Takeaway Available, Credit Card, No Alcohol Available, Dinner, Delivery",G1
2350,18424867,Hot Pot,NCR,Civil Lines new delhi,11 AM to 1 AM,Chinese,150,0,0,4.373281,https://images.unsplash.com/photo-1606836576983-8b458e75221d?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['Dinner', 'Takeaway Available', 'Debit Card', 'Serves Alcohol', 'Cash', 'Delivery', 'Credit Card', 'Lunch', 'Above 18 Only', 'Air Conditioned', 'Smoking Area', 'Wifi', 'Free Parking', 'Nightlife', 'Fullbar', 'Wine', 'Live Music', 'Serves Cocktails', 'Table booking recommended', 'Wheelchair Accessible', 'Live Sports Screening', 'Valet Parking Available', 'Outdoor Seating', 'Beer', 'Indoor Seating']",,,,,,,"Cash, Takeaway Available, Credit Card, Debit Card, Lunch, Delivery, Breakfast, No Alcohol Available",G2
2351,18361206,Punjabi Flavour,NCR,Civil Lines new delhi,12noon â€“ 1am (Mon-Sun),North Indian,100,0,0,4.748944,https://images.unsplash.com/photo-1570560258879-af7f8e1447ac?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=774,"['Lunch', 'Credit Card', 'Dinner', 'Cash', 'Debit Card', 'Live Sports Screening', 'Fullbar', 'Free Wifi', 'Air Conditioned', 'Nightlife', 'Indoor Seating', 'Table booking recommended']",,,,,,,"Delivery, Dinner, Cash, Credit Card, Lunch, Takeaway Available,Debit Card, Live Sports Screening",G4
2352,18424863,Saras Fast Food Feast,NCR,Civil Lines new delhi,11:30am â€“ 11:30pm (Mon-Sun),"North Indian, South Indian",300,0,0,4.258082,https://images.unsplash.com/photo-1636405189565-4cbc66136815?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=387,"['Dinner', 'Takeaway Available', 'Lunch', 'Indoor Seating', 'Air Conditioned']",,,,,,,"Dinner, Takeaway Available, No Alcohol Available, Lunch, Cash, Breakfast, Indoor Seating",G3
2353,18361208,Shama Chicken Corner,NCR,Civil Lines new delhi,10am â€“ 11:45pm (Mon-Sun),"Biryani, Mughlai",300,0,0,3.982777,https://images.unsplash.com/photo-1642567694541-c11712a88197?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=394,"['No Seating Available', 'No Alcohol Available', 'Cash', 'Lunch', 'Delivery', 'Takeaway Available', 'Dinner']",,,,,,,"Dinner, Cash, Credit Card, Debit Card, Lunch, Takeaway Available, Indoor Seating",G3
2354,18398580,The Night Owl,NCR,civil lines new delhi,6:30am â€“ 11pm (Mon-Sun),Chinese,450,0,1,4.408441,https://images.unsplash.com/photo-1580196515879-2d99ad7fd767?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8NjR8fHJlc3RhdXJhbnR8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Dinner', 'Serves Alcohol', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Breakfast', 'Debit Card', 'Fullbar', 'Beer', 'Serves Cocktails', 'Air Conditioned', 'Wheelchair Accessible', 'Buffet', 'Valet Parking Available', 'Wine', 'Indoor Seating', '4/5 Star', 'Table booking recommended']",,,,,,,"No Alcohol Available, Dinner, Takeaway Available",G1
2355,18424871,Wimpy Sweets And Confectioners,NCR,1 Civil Lines new delhi,"Closed (Mon-Wed),11am â€“ 11:30pm (Thu-Sun)","Bakery, Mithai",150,0,1,3.900327,https://images.unsplash.com/photo-1601065700897-d9fa1c093f3e?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8ODN8fHJlc3RhdXJhbnR8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['No Alcohol Available', 'Dinner', 'Takeaway Available', 'Lunch', 'Cash', 'Free Parking', 'Air Conditioned', 'Indoor Seating', 'Digital Payments Accepted']",,,,,,,"Lunch, Delivery,Breakfast, Debit Card, No Alcohol Available, Dinner, Cash, Takeaway Available, Credit Card",G2
2356,18245298,Boa Village,NCR,Civil Lines new delhi,8am â€“ 12midnight (Mon-Sun),"Chinese, Japanese, Korean, Asian",1500,4,225,4.171168,https://images.unsplash.com/photo-1569096651661-820d0de8b4ab?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8ODF8fHJlc3RhdXJhbnR8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Cash', 'Debit Card', 'Delivery', 'Lunch', 'Credit Card', 'Takeaway Available', 'No Alcohol Available', 'Dinner', 'Table booking recommended', 'Outdoor Seating']",,,,,,,"Lunch, Serves Alcohol,Takeaway Available,Debit Card, Dinner, Cash, Credit Card, Nightlife,Indoor Seating,",G2
2357,2578,Anand Ji Restaurant,NCR,New Friends Colony new delhi,11 AM to 1 AM,"Chinese, North Indian, Street Food",400,3.1,28,4.14311,https://images.unsplash.com/photo-1571168136613-46401b03904e?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8OTF8fHJlc3RhdXJhbnR8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Digital Payments Accepted']",,,,,,,"Lunch,Cash, Takeaway Available, Breakfast, Dinner, Credit Card, Outdoor Seating, Free Wifi, Indoor Seating, Air Conditioned, Smoking Area",G3
2358,709,Baskin Robbins,NCR,New Friends Colony new delhi,12noon â€“ 1am (Mon-Sun),Ice Cream,300,3.3,38,4.481468,https://images.unsplash.com/photo-1567745219000-b99afacf5ef6?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8ODR8fHJlc3RhdXJhbnR8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Lunch', 'Serves Alcohol', 'Cash', 'Delivery', 'Credit Card', 'Dinner', 'Takeaway Available', 'Debit Card', 'Live Sports Screening', 'Indoor Seating', 'Air Conditioned', 'Smoking Area']",,,,,,,"No Alcohol Available, No Seating Available, Dinner, Takeaway Available, Lunch, Cash",G3
2359,1530,Bhoj Restaurant,NCR,New Friends Colony new delhi,12noon â€“ 11:30pm (Mon-Sun),"North Indian, Mughlai",600,2.8,54,4.220607,https://images.unsplash.com/photo-1606066352252-93e4d325787b?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8OTN8fHJlc3RhdXJhbnR8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Debit Card', 'Dinner', 'Mall Parking', 'Delivery', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Live Music', 'Rooftop', 'Air Conditioned', 'Private Dining Area Available', 'Buffet', 'Indoor Seating', 'Table booking recommended', 'Kid Friendly', 'Smoking Area']",,,,,,,"Delivery, Dinner, No Alcohol Available, Debit Card, Lunch, Takeaway Available, Credit Card, Cash, Indoor Seating",G4
2360,1401,Brijwasi Pure Veg Restaurant,NCR,New Friends Colony new delhi,10:57 AM to 11 PM,"North Indian, Chinese",400,2.8,32,3.807847,https://images.unsplash.com/photo-1564759224907-65b945ff0e84?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8OTB8fHJlc3RhdXJhbnR8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Cash', 'Takeaway Available', 'Dinner', 'Delivery', 'Debit Card', 'No Alcohol Available', 'Credit Card', 'Lunch', 'Digital Payments Accepted', 'Air Conditioned', 'Sodexo', 'Indoor Seating', 'Free Parking']",,,,,,,"Cash, No Alcohol Available, Debit Card, Takeaway Available, Lunch, Delivery, Dinner, Credit Card,",G4
2361,602,Cafe Coffee Day-1,NCR,New Friends Colony new delhi,11 AM to 11 PM (Mon-Sun),Cafe,750,3.2,42,4.072375,https://images.unsplash.com/photo-1602956033956-003e7180d339?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8OTl8fHJlc3RhdXJhbnR8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Dinner', 'Cash', 'Debit Card', 'Lunch', 'Takeaway Available', 'Credit Card', 'Indoor Seating', 'Pure Veg', 'Air Conditioned', 'Desserts and Bakes']",,,,,,,"Delivery, Takeaway Available, No Alcohol Available, Dinner, Lunch, Cash, Indoor Seating, Digital Payments Accepted, Pure Veg",G4
2363,2245,Chaat Tadka,NCR,New Friends Colony new delhi,12Noon to 10:30PM (Mon-Sun),"North Indian, Street Food, Mithai",300,2.8,27,4.351038,https://images.unsplash.com/photo-1445116572660-236099ec97a0?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8N3x8Y2FmZXxlbnwwfHwwfHw%3D&auto=format&fit=crop&w=600,"['Cash', 'Debit Card', 'Takeaway Available', 'No Alcohol Available', 'Lunch', 'Credit Card', 'Delivery', 'No Seating Available', 'Dinner', 'Pure Veg']",,,,,,,"Takeaway Available, Credit Card, No Alcohol Available, Cash, Debit Card, Indoor Seating",G1
2364,2585,Chawlas Unique Chicken Corner,NCR,New Friends Colony new delhi,11AM to 11:40PM (Mon-Sun),"North Indian, Mughlai",600,3.2,35,3.714268,https://images.unsplash.com/photo-1600093463592-8e36ae95ef56?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MjZ8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Lunch', 'Cash', 'Delivery', 'Dinner', 'Credit Card', 'Takeaway Available', 'No Alcohol Available', 'Free Parking', 'Indoor Seating']",,,,,,,"No Alcohol Available, Dinner, Takeaway Available, Lunch, Cash, Indoor Seating",G3
2365,908,Dawat Khana,NCR,New Friends Colony new delhi,10:57 AM to 11 PM,"North Indian, Mughlai, Chinese",1600,2.5,82,3.992968,https://images.unsplash.com/photo-1521917441209-e886f0404a7b?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8Mjh8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Lunch', 'Cash', 'Delivery', 'Credit Card', 'No Alcohol Available', 'Dinner', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Digital Payments Accepted', 'Free Parking', 'Air Conditioned']",,,,,,,"Cash, No Alcohol Available, No Seating Available, Breakfast, Pure Veg",G1
2366,924,Eat n Joy,NCR,New Friends Colony new delhi,11 AM to 11 PM,"North Indian, Mughlai",500,3.2,24,4.049625,https://images.unsplash.com/photo-1616091216791-a5360b5fc78a?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MzJ8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Cash', 'Takeaway Available', 'Indoor Seating']",,,,,,,"Takeaway Available, Lunch,Cash, Debit Card, No Alcohol Available, Dinner, Credit Card, Delivery, Air Conditioned, Indoor Seating",G2
