,res_id,name,locality,address,timings,cuisines,average_cost_for_one,aggregate_rating,votes,scope,url,highlights,,,,,,,feature,group
533,130888,The Black Sheep Bistro,Goa,Panaji,"12noon â€“ 11:30pm (Mon, Wed, Thu, Fri, Sat, Sun), Closed (Tue)","Seafood, Continental, European, German",1500,4.7,681,3.90065,https://images.unsplash.com/photo-1558082206-1a725a3ea42c?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8Njl8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Lunch', 'Cash', 'Takeaway Available', 'No Alcohol Available', 'Dinner', 'Delivery', 'Indoor Seating']",,,,,,,"Delivery, Dinner, No Alcohol Available, Debit Card, Lunch, Takeaway Available, Credit Card, Cash, Indoor Seating",G2
534,16519231,Cafe Al Fresco by Cantina Bodega,Goa,Panaji,10:57 AM to 11 PM,Cafe,800,4.3,265,3.725066,https://images.unsplash.com/photo-1577056922428-a511301a562d?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8NzR8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Delivery', 'Debit Card', 'Cash', 'Dinner', 'Credit Card', 'Takeaway Available', 'No Alcohol Available', 'Lunch', 'Air Conditioned', 'Indoor Seating']",,,,,,,"Cash, No Alcohol Available, Debit Card, Takeaway Available, Lunch, Delivery, Dinner, Credit Card,",G1
535,16541849,The Fishermans Wharf,Goa,Panaji,8 AM to 12 Midnight,"Continental, Goan, Seafood, North Indian",1100,4.4,323,4.059388,https://images.unsplash.com/photo-1549650558-105451f863ca?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8Nzd8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Breakfast', 'No Alcohol Available', 'Dinner', 'Cash', 'Credit Card', 'Debit Card', 'Lunch', 'Takeaway Available', 'Halal', 'Indoor Seating', 'Air Conditioned']",,,,,,,"Delivery, Takeaway Available, No Alcohol Available, Dinner, Lunch, Cash, Indoor Seating, Digital Payments Accepted, Pure Veg",G1
536,18022206,Antares,Goa,Vagator,12:30 PM to 11:30 PM,Seafood,2000,4.2,367,4.080064,https://images.unsplash.com/photo-1560463230-1d6803589edf?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8Nzh8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Cash', 'Dinner', 'Delivery', 'Lunch', 'No Alcohol Available', 'Takeaway Available', 'Air Conditioned', 'Indoor Seating']",,,,,,,"Breakfast, Lunch, Takeaway Available, Cash, No Alcohol Available, Dinner, Pure Veg, Free Parking, Outdoor Seating",G3
1655,2100712,Mocha,Guwahati,Christian Basti,12 Noon to 10 PM,"Cafe, Italian",800,4.6,394,3.826284,https://images.unsplash.com/photo-1571168136613-46401b03904e?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8OTF8fHJlc3RhdXJhbnR8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Lunch', 'Cash', 'Takeaway Available', 'No Alcohol Available', 'Dinner', 'Delivery', 'Indoor Seating']",,,,,,,"Lunch, Serves Alcohol,Takeaway Available,Debit Card, Dinner, Cash, Credit Card, Nightlife,Indoor Seating,",G3
1656,2100478,Terra Mayaa Restaurant and Lounge,Guwahati,Christian Basti,"11:30am â€“ 11pm (Mon, Tue, Wed, Thu, Fri, Sun), 11:30am â€“ 11:30pm (Sat)","North Indian, Continental, Italian, Chinese",1400,3.9,360,3.571082,https://images.unsplash.com/photo-1567745219000-b99afacf5ef6?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8ODR8fHJlc3RhdXJhbnR8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Lunch', 'Lunch Menu', 'Digital Payments Accepted', 'Outdoor Seating', 'Kid Friendly', 'Hookah', 'Group Meal']",,,,,,,"Lunch,Cash, Takeaway Available, Breakfast, Dinner, Credit Card, Outdoor Seating, Free Wifi, Indoor Seating, Air Conditioned, Smoking Area",G1
1657,18384506,The Basement Café,Guwahati,Chandmari,12 Noon to 11 PM,Cafe,600,4.7,126,3.974549,https://images.unsplash.com/photo-1606066352252-93e4d325787b?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8OTN8fHJlc3RhdXJhbnR8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['No Alcohol Available', 'Lunch', 'Cash', 'No Seating Available', 'Dinner', 'Takeaway Available', 'Pure Veg']",,,,,,,"No Alcohol Available, No Seating Available, Dinner, Takeaway Available, Lunch, Cash",G2
1658,2100108,Strawberry Fields,Guwahati,Chandmari,12 Noon to 11 PM (Mon-Sun),Cafe,500,4.1,290,3.41778,https://images.unsplash.com/photo-1564759224907-65b945ff0e84?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8OTB8fHJlc3RhdXJhbnR8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Credit Card', 'Dinner', 'Lunch', 'No Alcohol Available', 'Cash', 'Takeaway Available', 'Delivery', 'Air Conditioned', 'Indoor Seating']",,,,,,,"Delivery, Dinner, No Alcohol Available, Debit Card, Lunch, Takeaway Available, Credit Card, Cash, Indoor Seating",G2
1659,2100921,Brooklyn Blues,Guwahati,Christian Basti,11AM to 11PM (Mon-Sun),"Continental, European",1400,4.2,110,3.663662,https://images.unsplash.com/photo-1602956033956-003e7180d339?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8OTl8fHJlc3RhdXJhbnR8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Delivery', 'Takeaway Available', 'Cash', 'No Alcohol Available', 'Lunch', 'Debit Card', 'Credit Card', 'Dinner', 'Indoor Seating', 'Pure Veg', 'Air Conditioned', 'Digital Payments Accepted', 'Free Parking']",,,,,,,"Cash, No Alcohol Available, Debit Card, Takeaway Available, Lunch, Delivery, Dinner, Credit Card,",G3
1660,2100565,Confucius,Guwahati,Christian Basti,10:30 AM to 11:30 PM (Mon-Sun),"Chinese, Thai",750,4.1,304,3.820731,https://images.unsplash.com/photo-1463797221720-6b07e6426c24?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTN8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Cash', 'Delivery', 'Dinner', 'Takeaway Available', 'Credit Card', 'Lunch', 'No Alcohol Available', 'Debit Card', 'Pure Veg', 'Digital Payments Accepted', 'Air Conditioned', 'Indoor Seating', 'Free Parking']",,,,,,,"Delivery, Takeaway Available, No Alcohol Available, Dinner, Lunch, Cash, Indoor Seating, Digital Payments Accepted, Pure Veg",G3
1661,2100870,The Woking Mama,Guwahati,Christian Basti,12 Noon to 11 PM (Mon-Sun),"Chinese, Thai, Japanese, Asian",1300,4.4,129,3.822546,https://images.unsplash.com/photo-1445116572660-236099ec97a0?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8N3x8Y2FmZXxlbnwwfHwwfHw%3D&auto=format&fit=crop&w=600,"['Credit Card', 'Lunch', 'No Alcohol Available', 'Takeaway Available', 'Cash', 'Debit Card', 'Dinner', 'Delivery', 'Outdoor Seating', 'Indoor Seating', 'Air Conditioned']",,,,,,,"Breakfast, Lunch, Takeaway Available, Cash, No Alcohol Available, Dinner, Pure Veg, Free Parking, Outdoor Seating",G4
1662,2100861,Underdoggs Sports Bar Grill,Guwahati,Christian Basti,11 AM to 11 PM,"North Indian, Continental",1650,4.4,222,3.821465,https://images.unsplash.com/photo-1600093463592-8e36ae95ef56?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MjZ8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['No Alcohol Available', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Dinner', 'Standing Tables', 'Delivery', 'Credit Card', 'Digital Payments Accepted']",,,,,,,"Takeaway Available, Credit Card, No Alcohol Available, Cash, Debit Card, Indoor Seating",G4
1663,18381932,The Zouq Resto-Cafe,Guwahati,Beltola,6 AM to 10 PM,"Cafe, North Indian, Italian",500,4.1,124,3.975137,https://images.unsplash.com/photo-1521917441209-e886f0404a7b?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8Mjh8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Breakfast', 'No Alcohol Available', 'Dinner', 'Debit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'Free Parking', 'Digital Payments Accepted', 'Wheelchair Accessible', 'Pure Veg', 'Outdoor Seating']",,,,,,,"No Alcohol Available, Dinner, Takeaway Available, Lunch, Cash, Indoor Seating",G4
1664,18397909,BrewBakes,Guwahati,Six Mile,11 AM to 11 PM,"Cafe, Continental, Chinese",500,4,28,3.669985,https://images.unsplash.com/photo-1616091216791-a5360b5fc78a?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MzJ8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Cash', 'Lunch', 'Delivery', 'Dinner', 'Takeaway Available', 'Credit Card', 'No Alcohol Available', 'Debit Card', 'Air Conditioned', 'Free Parking', 'Indoor Seating', 'Wheelchair Accessible']",,,,,,,"Cash, No Alcohol Available, No Seating Available, Breakfast, Pure Veg",G1
1665,2100702,Barbeque Nation,Guwahati,Ulubari,10 A.M. to 10 P.M.,North Indian,1500,4.9,774,3.822645,https://images.unsplash.com/photo-1493857671505-72967e2e2760?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MzN8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available', 'Indoor Seating']",,,,,,,"Takeaway Available, Lunch,Cash, Debit Card, No Alcohol Available, Dinner, Credit Card, Delivery, Air Conditioned, Indoor Seating",G1
1666,2100101,Yo China,Guwahati,Ulubari,11 AM to 11 PM (Mon-Sun),Chinese,800,3.6,327,3.661592,https://images.unsplash.com/photo-1507133750040-4a8f57021571?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8Mzl8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Lunch', 'Delivery', 'Debit Card', 'Desserts and Bakes', 'Free Parking', 'Indoor Seating', 'Air Conditioned', 'Pure Veg']",,,,,,,"Lunch, Delivery, Credit Card, No Alcohol Available, Dinner, Cash, Takeaway Available, Debit Card, Live Sports Screening",G3
1667,2100322,4 Seasons,Guwahati,Uzan Bazaar,9 AM to 11 PM (Mon-Sun),"Chinese, North Indian",300,3.6,142,3.747773,https://images.unsplash.com/photo-1558082206-1a725a3ea42c?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8Njl8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Lunch', 'Delivery', 'Breakfast', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Pure Veg']",,,,,,,"Cash, No Alcohol Available, Takeaway Available, Breakfast, Indoor Seating, Pure Veg, Desserts and Bakes",G1
1668,2100784,11th Avenue Cafe Bistro,Guwahati,Uzan Bazaar,10 AM to 11 PM,"Cafe, American, Italian, Continental",400,4.1,377,3.813539,https://images.unsplash.com/photo-1577056922428-a511301a562d?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8NzR8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['No Alcohol Available', 'Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Sodexo', 'Air Conditioned', 'Catering Available', 'Indoor Seating', 'Digital Payments Accepted', 'Table Reservation Not Required']",,,,,,,"No Alcohol Available, Dinner, Cash, Takeaway Available, Breakfast, Lunch, Delivery",G2
1669,2100849,Café Riverrun,Guwahati,Uzan Bazaar,8 AM to 11:30 PM,"Continental, Juices, Cafe, Desserts, Salad, Italian",500,4.2,99,3.73705,https://images.unsplash.com/photo-1549650558-105451f863ca?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8Nzd8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Indoor Seating', 'Table reservation required']",,,,,,,"Lunch, Cash, No Alcohol Available, Credit Card, Debit Card",G4
1670,18480196,Fat Belly,Guwahati,Uzan Bazaar,11 AM to 11 PM (Mon-Sun),"Asian, Chinese, Tibetan",500,4.1,25,3.900372,https://images.unsplash.com/photo-1560463230-1d6803589edf?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8Nzh8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Credit Card', 'Dinner', 'Takeaway Available', 'Cash', 'Delivery', 'Lunch', 'Debit Card', 'Table booking recommended', 'Indoor Seating', 'Air Conditioned']",,,,,,,"Cash, Takeaway Available, Dinner, Delivery, No Alcohol Available, Lunch, Indoor Seating, Air Conditioned",G1
1671,2100719,The Corner Cafe,Guwahati,Uzan Bazaar,12:30 PM to 10:30 PM (Mon-Sun),"Cafe, Continental",850,4.1,179,4.061976,https://images.unsplash.com/photo-1580866490076-7f49e396e4de?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8OTN8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Cash', 'Takeaway Available', 'Lunch', 'Delivery', 'No Alcohol Available', 'Dinner', 'Indoor Seating', 'Table booking recommended']",,,,,,,"Dinner, Delivery, Cash, Lunch, No Alcohol Available, Takeaway Available, Digital Payments Accepted, Air Conditioned",G2
1672,2100676,Chung Fa,Guwahati,Zoo Tiniali,"12midnight â€“ 2:30am, 8am â€“ 12midnight (Mon, Tue, Thu, Fri, Sat, Sun), 12midnight â€“ 2:29am, 8am â€“ 12midnight (Wed)",Chinese,600,4.3,369,4.070381,https://images.unsplash.com/photo-1485686531765-ba63b07845a7?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTA3fHxjYWZlfGVufDB8fDB8fA%3D%3D&auto=format&fit=crop&w=600,"['No Alcohol Available', 'Dinner', 'Delivery', 'Credit Card', 'Breakfast', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Outdoor Seating', 'Air Conditioned', 'Indoor Seating', 'Table booking recommended', 'Digital Payments Accepted']",,,,,,,"Lunch, Cash, Takeaway Available, Credit Card, Debit Card, Dinner, Delivery, Breakfast",G3
1673,2100074,Shanghai Salsa,Guwahati,Zoo Tiniali,11 AM to 11 PM (Mon-Sun),"Continental, Fast Food, Chinese, Charcoal Grill, Mexican",1000,4,256,3.90046,https://images.unsplash.com/photo-1554538693-d854cceb26a9?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTA4fHxjYWZlfGVufDB8fDB8fA%3D%3D&auto=format&fit=crop&w=600,"['Cash', 'Takeaway Available', 'Credit Card', 'No Alcohol Available', 'Dinner', 'Debit Card', 'Lunch', 'Delivery', 'Air Conditioned', 'Digital Payments Accepted', 'Indoor Seating', 'Table booking recommended']",,,,,,,"Lunch, Cash, Takeaway Available, Credit Card, No Alcohol Available, Dinner, Delivery",G3
1674,18224282,Three Guys,Guwahati,Zoo Tiniali,11 AM to 11 PM (Mon-Sun),"Continental, North Indian, Chinese, Arabian, Thai",700,4.3,233,3.65261,https://images.unsplash.com/photo-1517248135467-4c7edcad34c4?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['Debit Card', 'Delivery', 'Credit Card', 'No Alcohol Available', 'Cash', 'Dinner', 'Takeaway Available', 'Lunch', 'Table Reservation Not Required', 'Pure Veg', 'Indoor Seating', 'Table booking not available', 'Air Conditioned', 'Digital Payments Accepted']",,,,,,,"Cash, Takeaway Available, Credit Card, Debit Card, Lunch, Delivery, Breakfast, No Alcohol Available",G4
1675,2100776,Ziya,Guwahati,Zoo Tiniali,11 AM to 11 PM,"Continental, Chinese",700,4.3,96,4.061605,https://images.unsplash.com/photo-1414235077428-338989a2e8c0?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['Serves Alcohol', 'Credit Card', 'Dinner', 'Delivery', 'Cash', 'Debit Card', 'Lunch', 'Takeaway Available', 'Wifi', 'Table booking recommended', 'Indoor Seating', 'Digital Payments Accepted', 'Desserts and Bakes', 'Air Conditioned', 'Live Sports Screening', 'All Day Breakfast', 'Fullbar', 'Smoking Area']",,,,,,,"Delivery, Dinner, Cash, Credit Card, Lunch, Takeaway Available,Debit Card, Live Sports Screening",G2
1676,90744,Exotica,Hyderabad,Banjara Hills,11 AM to 11 PM,"Mughlai, North Indian, Chinese",1500,4.3,3374,3.56618,https://images.unsplash.com/photo-1555396273-367ea4eb4db5?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=774,"['Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Delivery', 'Credit Card', 'Indoor Seating', 'Digital Payments Accepted', 'Table Reservation Not Required', 'Air Conditioned', 'Axis Bank - Dining Delights']",,,,,,,"Dinner, Takeaway Available, No Alcohol Available, Lunch, Cash, Breakfast, Indoor Seating",G1
1677,18452864,ABs-Absolute Barbecues,Hyderabad,Banjara Hills,12:30 PM to 10:30 PM (Mon-Sun),"European, Mediterranean, North Indian",1500,4.9,200,4.070776,https://images.unsplash.com/photo-1537047902294-62a40c20a6ae?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=435,"['Cash', 'Takeaway Available', 'No Alcohol Available', 'Debit Card', 'Lunch', 'Credit Card', 'Dinner', 'Air Conditioned', 'Table booking recommended', 'Indoor Seating']",,,,,,,"Dinner, Cash, Credit Card, Debit Card, Lunch, Takeaway Available, Indoor Seating",G1
1678,97824,Chilis,Hyderabad,Banjara Hills,"1 PM to 4 PM, 7 PM to 11 PM (Mon-Sun)","Mexican, American, Tex-Mex, Burger",1800,4.7,1932,3.982685,https://images.unsplash.com/photo-1552566626-52f8b828add9?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['Lunch', 'Delivery', 'Credit Card', 'Cash', 'Dinner', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Table booking recommended', 'Air Conditioned', 'Digital Payments Accepted']",,,,,,,"No Alcohol Available, Dinner, Takeaway Available",G4
1679,18443506,The Fishermans Wharf,Hyderabad,Gachibowli,1:30 PM to 10:30 PM,"Seafood, Continental, Goan, Asian, Andhra",1500,3.8,144,4.073202,https://images.unsplash.com/photo-1578474846511-04ba529f0b88?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=387,"['No Alcohol Available', 'Dinner', 'Takeaway Available', 'Debit Card', 'Lunch', 'Cash', 'Credit Card', 'Outdoor Seating', 'Air Conditioned', 'Indoor Seating', 'Table booking recommended']",,,,,,,"Lunch, Delivery,Breakfast, Debit Card, No Alcohol Available, Dinner, Cash, Takeaway Available, Credit Card",G3
1680,90847,Chilis,Hyderabad,Hitech City,11 AM to 11 PM,"Mexican, American, Tex-Mex, Burger",1800,4.6,2553,4.149323,https://images.unsplash.com/photo-1550966871-3ed3cdb5ed0c?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['Credit Card', 'Dinner', 'Debit Card', 'Takeaway Available', 'Serves Alcohol', 'Cash', 'Lunch', 'Hookah', 'Indoor Seating', 'Table booking recommended', 'Air Conditioned', 'Outdoor Seating', 'Smoking Area', 'Fullbar']",,,,,,,"Lunch, Serves Alcohol,Takeaway Available,Debit Card, Dinner, Cash, Credit Card, Nightlife,Indoor Seating,",G2
1681,18280329,Pine Dine,Hyderabad,Hitech City,"11 AM to 3 PM, 6 PM to 10:30 PM (Mon-Sun)","North Indian, South Indian, Chinese",700,4,682,3.983593,https://images.unsplash.com/photo-1424847651672-bf20a4b0982b?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['Credit Card', 'Debit Card', 'Lunch', 'No Alcohol Available', 'Cash', 'Takeaway Available', 'Dinner', 'Air Conditioned', 'Table booking recommended', 'Indoor Seating']",,,,,,,"Lunch,Cash, Takeaway Available, Breakfast, Dinner, Credit Card, Outdoor Seating, Free Wifi, Indoor Seating, Air Conditioned, Smoking Area",G2
1682,96626,Jonathans Kitchen,Hyderabad,1 Gachibowli,10 AM to 10:30 PM,"North Indian, Japanese, Italian",1900,4.3,860,3.981353,https://images.unsplash.com/photo-1514933651103-005eec06c04b?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=774,"['Takeaway Available', 'Dinner', 'Cash', 'Delivery', 'Credit Card', 'No Alcohol Available', 'Debit Card', 'Breakfast', 'Lunch', 'Pure Veg', 'Table booking recommended', 'Indoor Seating', 'Air Conditioned']",,,,,,,"No Alcohol Available, No Seating Available, Dinner, Takeaway Available, Lunch, Cash",G1
1683,94286,ABs-Absolute Barbecues,Hyderabad,Jubilee Hills,11 AM to 11 PM (Mon-Sun),"European, Mediterranean, North Indian",1500,4.9,5434,3.90059,https://images.unsplash.com/photo-1502301103665-0b95cc738daf?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=464,"['Takeaway Available', 'Lunch', 'Credit Card', 'Delivery', 'No Alcohol Available', 'Dinner', 'Cash', 'Debit Card', 'Live Sports Screening', 'Live Music', 'Indoor Seating', 'Air Conditioned', 'Wifi', 'Pure Veg', 'Desserts and Bakes', 'Table reservation required', 'Private Dining Area Available']",,,,,,,"Delivery, Dinner, No Alcohol Available, Debit Card, Lunch, Takeaway Available, Credit Card, Cash, Indoor Seating",G1
1685,18418733,Dock Forty Five,Hyderabad,Jubilee Hills,11 AM to 11 PM (Mon-Sun),"Continental, Asian",1400,4.2,79,3.818871,https://images.unsplash.com/photo-1508424757105-b6d5ad9329d0?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=435,"['Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Delivery', 'Credit Card', 'Live Sports Screening', 'Indoor Seating', 'Table booking recommended', 'Sodexo', 'Air Conditioned']",,,,,,,"Delivery, Takeaway Available, No Alcohol Available, Dinner, Lunch, Cash, Indoor Seating, Digital Payments Accepted, Pure Veg",G4
1686,18418730,Mocha Bar,Hyderabad,Jubilee Hills,10 AM to 11 PM,"North Indian, Continental, Italian",1200,4.2,221,3.822745,https://images.unsplash.com/photo-1498654896293-37aacf113fd9?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['Delivery', 'Credit Card', 'Takeaway Available', 'Cash', 'Lunch', 'Dinner', 'Debit Card', 'Indoor Seating', 'Sodexo', 'Pure Veg', 'Air Conditioned', 'Table booking recommended', 'Digital Payments Accepted']",,,,,,,"Breakfast, Lunch, Takeaway Available, Cash, No Alcohol Available, Dinner, Pure Veg, Free Parking, Outdoor Seating",G3
1687,93766,Olive Bistro,Hyderabad,Jubilee Hills,11 AM to 11 PM (Mon-Sun),"Mediterranean, Italian, European",2000,4.4,2218,4.151555,https://images.unsplash.com/photo-1585518419759-7fe2e0fbf8a6?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=724,"['Lunch', 'Cash', 'Takeaway Available', 'Breakfast', 'Dinner', 'Delivery', 'Credit Card', 'Debit Card', 'Table booking recommended', 'Indoor Seating', 'Air Conditioned']",,,,,,,"Takeaway Available, Credit Card, No Alcohol Available, Cash, Debit Card, Indoor Seating",G1
